Nr_Pairs = 500
Nr_NDD = 0
Nr_Arcs = 23182
0,0,1,1,2
1,0,2,2,2
2,0,0,3,2
3,0,0,0,2
4,0,0,0,2
5,0,2,2,2
6,0,1,1,2
7,0,1,0,0
8,0,0,0,2
9,0,0,0,2
10,0,1,0,0
11,0,1,0,2
12,0,2,0,0
13,0,0,1,2
14,0,1,1,2
15,0,3,3,2
16,0,1,1,2
17,0,1,2,0
18,0,0,1,2
19,0,2,0,0
20,0,1,0,2
21,0,0,0,2
22,0,0,0,2
23,0,2,0,2
24,0,1,0,0
25,0,2,0,2
26,0,1,2,0
27,0,0,0,2
28,0,0,2,2
29,0,1,0,1
30,0,1,0,2
31,0,1,0,0
32,0,0,0,2
33,0,0,0,2
34,0,2,0,2
35,0,1,0,2
36,0,1,2,0
37,0,1,1,2
38,0,1,0,1
39,0,1,0,2
40,0,1,0,2
41,0,0,0,2
42,0,1,0,2
43,0,1,0,0
44,0,1,0,0
45,0,1,0,1
46,0,0,0,2
47,0,1,0,2
48,0,2,2,1
49,0,1,0,1
50,0,1,0,0
51,0,1,0,2
52,0,1,3,2
53,0,0,0,2
54,0,0,1,2
55,0,1,0,0
56,0,1,0,0
57,0,0,0,2
58,0,0,0,2
59,0,1,2,2
60,0,0,0,2
61,0,1,0,1
62,0,0,0,2
63,0,1,0,2
64,0,2,1,0
65,0,1,0,0
66,0,0,0,2
67,0,0,0,2
68,0,1,1,2
69,0,1,0,2
70,0,0,1,2
71,0,0,2,2
72,0,0,0,0
73,0,1,1,2
74,0,1,0,0
75,0,3,0,0
76,0,0,0,2
77,0,0,0,2
78,0,1,1,2
79,0,1,1,2
80,0,0,0,2
81,0,1,1,2
82,0,1,0,2
83,0,0,0,2
84,0,0,0,2
85,0,2,2,2
86,0,2,0,1
87,0,1,0,0
88,0,1,0,0
89,0,1,0,0
90,0,1,0,1
91,0,1,0,0
92,0,1,0,1
93,0,2,0,1
94,0,0,2,2
95,0,2,2,2
96,0,1,0,1
97,0,0,0,2
98,0,2,0,1
99,0,1,0,2
100,0,0,0,1
101,0,0,0,2
102,0,1,1,2
103,0,1,1,2
104,0,0,0,2
105,0,1,0,0
106,0,3,0,0
107,0,1,1,2
108,0,1,1,2
109,0,0,0,2
110,0,1,0,0
111,0,1,0,2
112,0,1,0,0
113,0,3,2,0
114,0,2,1,2
115,0,1,0,0
116,0,1,0,1
117,0,0,0,2
118,0,0,2,2
119,0,0,1,2
120,0,0,1,1
121,0,0,1,2
122,0,2,0,0
123,0,1,1,2
124,0,1,2,0
125,0,0,0,2
126,0,1,0,0
127,0,1,0,1
128,0,2,1,1
129,0,1,0,0
130,0,0,0,2
131,0,1,0,0
132,0,2,0,2
133,0,1,0,0
134,0,2,0,1
135,0,0,0,2
136,0,1,1,2
137,0,1,0,0
138,0,1,0,0
139,0,2,0,1
140,0,0,0,2
141,0,1,0,0
142,0,2,0,1
143,0,0,0,2
144,0,0,3,2
145,0,0,0,2
146,0,0,0,2
147,0,3,0,2
148,0,1,1,2
149,0,0,2,2
150,0,0,0,2
151,0,0,2,1
152,0,1,1,2
153,0,0,0,2
154,0,1,0,0
155,0,1,0,0
156,0,1,2,2
157,0,1,1,2
158,0,0,0,1
159,0,0,0,2
160,0,0,2,2
161,0,1,3,2
162,0,1,0,1
163,0,2,3,2
164,0,1,0,0
165,0,1,1,2
166,0,1,1,2
167,0,1,0,2
168,0,1,0,2
169,0,1,1,2
170,0,1,1,2
171,0,0,0,2
172,0,1,0,0
173,0,1,0,1
174,0,1,0,2
175,0,1,0,0
176,0,2,0,2
177,0,0,1,2
178,0,2,2,2
179,0,1,0,0
180,0,1,1,1
181,0,1,0,0
182,0,1,0,2
183,0,0,1,2
184,0,2,0,1
185,0,1,2,0
186,0,1,0,0
187,0,0,3,2
188,0,1,1,2
189,0,0,0,2
190,0,2,3,2
191,0,1,0,1
192,0,3,0,2
193,0,1,0,0
194,0,3,0,2
195,0,1,1,1
196,0,1,0,0
197,0,1,1,2
198,0,1,1,2
199,0,1,0,0
200,0,1,0,2
201,0,0,0,2
202,0,2,2,2
203,0,0,1,0
204,0,0,1,1
205,0,0,1,1
206,0,1,0,0
207,0,1,0,2
208,0,1,0,0
209,0,2,0,1
210,0,1,0,2
211,0,1,2,1
212,0,0,0,2
213,0,2,0,0
214,0,0,0,2
215,0,0,0,2
216,0,0,0,2
217,0,1,0,0
