Nr_Pairs = 50
Nr_NDD = 0
Nr_Arcs = 632
0,0,1,0,0
1,0,3,0,0
2,0,3,1,0
3,0,1,2,0
4,0,0,0,2
5,0,1,0,0
6,0,2,0,0
7,0,2,1,0
8,0,2,1,0
9,0,2,0,0
10,0,1,0,0
11,0,0,0,0
12,0,2,2,0
13,0,2,0,0
14,0,1,1,2
15,0,1,0,2
16,0,2,1,0
17,0,0,0,2
18,0,1,0,0
19,0,1,0,0
20,0,1,0,0
21,0,1,1,2
22,0,0,1,2
23,0,2,1,0
24,0,2,0,0
25,0,1,3,0
26,0,1,0,0
27,0,0,0,0
28,0,1,0,0
29,0,2,0,0
30,0,0,1,0
31,0,2,0,0
32,0,1,0,0
33,0,1,0,0
34,0,1,0,0
35,0,2,3,0
36,0,1,2,0
37,0,1,0,0
38,0,1,0,0
39,0,1,0,0
40,0,3,1,0
41,0,1,0,0
42,0,1,2,2
43,0,0,0,2
44,0,1,2,0
45,0,2,0,0
46,0,1,0,0
47,0,0,0,0
48,0,0,1,0
49,0,1,0,0
(0,2),1,57
(0,7),1,66
(0,8),1,49
(0,16),1,79
(0,21),1,40
(0,22),1,67
(0,23),1,89
(0,30),1,40
(0,35),1,12
(0,40),1,30
(0,48),1,61
(1,25),1,41
(1,35),1,17
(2,25),1,65
(2,35),1,54
(3,2),1,45
(3,7),1,37
(3,8),1,17
(3,16),1,43
(3,21),1,13
(3,23),1,27
(3,25),1,14
(3,30),1,24
(3,40),1,20
(3,48),1,51
(4,0),1,58
(4,1),1,44
(4,2),1,18
(4,3),1,61
(4,5),1,60
(4,6),1,9
(4,7),1,40
(4,8),1,32
(4,9),1,65
(4,10),1,50
(4,11),1,64
(4,12),1,4
(4,13),1,78
(4,16),1,15
(4,18),1,71
(4,19),1,59
(4,20),1,69
(4,23),1,87
(4,24),1,89
(4,25),1,4
(4,26),1,35
(4,28),1,37
(4,29),1,76
(4,30),1,13
(4,31),1,51
(4,32),1,52
(4,33),1,76
(4,34),1,62
(4,35),1,57
(4,36),1,46
(4,37),1,74
(4,38),1,12
(4,39),1,39
(4,40),1,1
(4,41),1,49
(4,42),1,80
(4,44),1,0
(4,45),1,17
(4,46),1,40
(4,47),1,17
(4,48),1,65
