Nr_Pairs = 50
Nr_NDD = 0
Nr_Arcs = 192
0,0,1,0,2
1,0,1,0,0
2,0,0,0,0
3,0,1,0,2
4,0,0,0,0
5,0,1,0,0
6,0,1,0,0
7,0,1,0,0
8,0,1,0,0
9,0,1,0,2
10,0,1,0,0
11,0,3,2,2
12,0,0,1,1
13,0,3,2,2
14,0,0,1,2
15,0,2,2,2
16,0,2,2,2
17,0,0,2,1
18,0,2,0,0
19,0,1,3,2
20,0,1,1,2
21,0,0,0,2
22,0,2,2,2
23,0,0,1,2
24,0,1,0,2
25,0,1,1,2
26,0,1,1,2
27,0,0,0,1
28,0,2,0,0
29,0,2,2,2
30,0,0,3,2
31,0,1,0,0
32,0,2,0,2
33,0,0,1,2
34,0,1,1,1
35,0,1,1,2
36,0,0,0,2
37,0,1,1,2
38,0,0,0,2
39,0,2,2,2
40,0,2,0,2
41,0,0,0,2
42,0,1,0,2
43,0,2,2,2
44,0,1,0,0
45,0,1,0,0
46,0,1,0,2
47,0,1,0,2
48,0,1,0,1
49,0,1,0,2
(1,34),1,35
(2,1),1,40
(2,4),1,68
(2,5),1,84
(2,6),1,60
(2,7),1,69
(2,8),1,46
(2,10),1,0
(2,17),1,8
(2,18),1,52
(2,28),1,36
(2,31),1,9
(2,44),1,0
(2,45),1,59
(3,34),1,22
(4,1),1,32
(4,5),1,62
(4,6),1,59
(4,7),1,46
(4,8),1,15
(4,11),1,33
(4,18),1,13
(4,27),1,76
(4,28),1,16
(4,31),1,38
(4,44),1,1
(4,45),1,57
(4,48),1,45
(7,34),1,65
(9,34),1,32
(12,1),1,1
(12,2),1,86
(12,6),1,53
(12,7),1,24
(12,8),1,19
(12,10),1,23
(12,18),1,20
(12,28),1,11
(12,31),1,25
(12,34),1,15
(12,44),1,3
(12,45),1,69
(14,1),1,2
(14,2),1,10
(14,4),1,68
(14,6),1,67
(14,7),1,41
(14,8),1,57
(14,10),1,86
(14,18),1,27
(14,28),1,81
(14,31),1,80
(14,44),1,26
(14,45),1,0
(15,17),1,59
(16,11),1,78
(16,17),1,72
(16,22),1,0
(17,1),1,85
(17,3),1,4
(17,4),1,75
(17,5),1,5
(17,6),1,33
(17,7),1,58
(17,8),1,7
(17,10),1,75
(17,18),1,81
(17,24),1,76
(17,28),1,36
(17,31),1,25
(17,44),1,42
(17,45),1,62
(18,30),1,35
(19,12),1,66
(21,0),1,7
(21,1),1,48
(21,6),1,31
(21,7),1,79
(21,8),1,83
(21,10),1,4
(21,18),1,60
(21,27),1,1
(21,28),1,83
(21,31),1,68
(21,44),1,8
(21,45),1,22
(21,48),1,16
(21,49),1,75
(23,1),1,85
(23,2),1,48
(23,6),1,0
(23,7),1,31
(23,8),1,1
(23,11),1,21
(23,18),1,47
(23,28),1,4
(23,31),1,66
(23,34),1,50
(23,44),1,11
(23,45),1,51
(23,49),1,62
(24,34),1,76
(27,1),1,49
(27,2),1,64
(27,4),1,33
(27,5),1,31
(27,6),1,88
(27,7),1,83
(27,8),1,11
(27,10),1,28
(27,18),1,11
(27,22),1,19
(27,28),1,58
(27,31),1,5
(27,44),1,72
(27,45),1,34
(28,17),1,18
(30,1),1,16
(30,5),1,23
(30,6),1,57
(30,8),1,72
(30,10),1,38
(30,18),1,45
(30,24),1,28
(30,28),1,77
(30,31),1,75
(30,44),1,51
(30,45),1,74
(33,1),1,29
(33,4),1,75
(33,5),1,86
(33,6),1,30
(33,7),1,47
(33,8),1,71
(33,10),1,9
(33,11),1,48
(33,18),1,57
(33,28),1,24
(33,31),1,44
(33,34),1,69
(33,44),1,47
(33,45),1,32
(34,12),1,88
(35,34),1,51
(36,1),1,8
(36,2),1,85
(36,4),1,5
(36,5),1,86
(36,6),1,18
(36,7),1,49
(36,8),1,25
(36,10),1,10
(36,18),1,56
(36,28),1,57
(36,31),1,74
(36,44),1,66
(36,45),1,55
(37,34),1,82
(38,1),1,66
(38,2),1,30
(38,4),1,1
(38,5),1,55
(38,6),1,51
(38,7),1,75
(38,8),1,7
(38,10),1,37
(38,18),1,51
(38,28),1,3
(38,31),1,28
(38,44),1,20
(38,45),1,13
(38,48),1,36
(38,49),1,10
(41,1),1,68
(41,2),1,40
(41,4),1,56
(41,5),1,59
(41,6),1,55
(41,7),1,63
(41,8),1,60
(41,17),1,71
(41,18),1,1
(41,28),1,49
(41,31),1,38
(41,44),1,1
(41,45),1,85
(43,11),1,41
(45,12),1,14
(45,30),1,44
(46,34),1,63
(48,12),1,39
(48,34),1,4
