Nr_Pairs = 190
Nr_NDD = 10
Nr_Arcs = 4678
0,0,1,0,2
1,0,0,0,1
2,0,2,0,2
3,0,0,1,2
4,0,1,0,1
5,0,0,0,2
6,0,1,0,0
7,0,1,1,2
8,0,1,1,2
9,0,0,1,2
10,0,0,0,2
11,0,0,1,2
12,0,1,1,2
13,0,1,0,0
14,0,1,2,0
15,0,3,1,0
16,0,1,0,2
17,0,2,3,2
18,0,1,1,2
19,0,2,2,2
20,0,2,0,0
21,0,1,1,2
22,0,1,1,1
23,0,1,0,2
24,0,0,2,1
25,0,1,0,0
26,0,1,1,2
27,0,0,0,2
28,0,0,1,2
29,0,0,0,2
30,0,1,0,0
31,0,2,1,1
32,0,1,0,0
33,0,1,0,2
34,0,3,1,0
35,0,1,0,0
36,0,0,0,2
37,0,0,1,2
38,0,1,0,1
39,0,1,0,2
40,0,0,0,2
41,0,1,1,2
42,0,2,0,1
43,0,0,0,2
44,0,0,0,2
45,0,0,0,2
46,0,1,2,0
47,0,1,1,2
48,0,0,0,2
49,0,0,0,2
50,0,0,0,2
51,0,1,0,1
52,0,3,1,2
53,0,1,0,0
54,0,2,0,0
55,0,1,0,2
56,0,1,0,1
57,0,2,0,0
58,0,1,0,1
59,0,0,0,2
60,0,0,0,2
61,0,1,0,2
62,0,1,0,2
63,0,0,1,2
64,0,0,0,2
65,0,2,2,2
66,0,1,0,0
67,0,1,0,2
68,0,1,0,0
69,0,2,0,2
70,0,3,3,2
71,0,1,2,0
72,0,1,1,1
73,0,1,0,2
74,0,0,0,2
75,0,1,0,2
76,0,0,2,2
77,0,2,1,1
78,0,0,0,1
79,0,1,0,1
80,0,0,0,2
81,0,1,1,2
82,0,0,0,2
83,0,2,0,0
84,0,0,0,2
85,0,2,0,0
86,0,2,0,2
87,0,1,1,2
88,0,2,2,1
89,0,0,0,2
90,0,1,2,0
91,0,2,0,0
92,0,2,0,2
93,0,0,1,0
94,0,1,0,0
95,0,1,0,0
96,0,1,0,0
97,0,0,0,2
98,0,0,0,2
99,0,1,0,2
100,0,2,1,0
101,0,1,1,2
102,0,1,1,2
103,0,0,0,2
104,0,0,0,2
105,0,1,0,2
106,0,2,0,1
107,0,0,2,2
108,0,1,0,1
109,0,0,0,1
110,0,2,2,2
111,0,0,0,2
112,0,1,0,0
113,0,2,0,0
114,0,0,0,1
115,0,2,0,2
116,0,1,0,2
117,0,1,0,2
118,0,1,0,1
119,0,1,1,2
120,0,2,0,0
121,0,0,0,2
122,0,0,1,2
123,0,1,0,0
124,0,2,2,2
125,0,2,0,2
126,0,1,0,0
127,0,0,0,1
128,0,1,0,0
129,0,0,1,2
130,0,1,0,0
131,0,1,1,2
132,0,1,0,0
133,0,0,0,2
134,0,2,1,0
135,0,0,1,2
136,0,0,0,2
137,0,0,1,2
138,0,0,0,2
139,0,0,0,2
140,0,0,0,2
141,0,0,0,2
142,0,2,0,0
143,0,0,0,2
144,0,1,1,2
145,0,1,0,2
146,0,1,0,2
147,0,0,0,2
148,0,1,0,0
149,0,2,2,2
150,0,1,2,2
151,0,1,0,0
152,0,0,0,2
153,0,0,2,2
154,0,0,1,2
155,0,3,2,0
156,0,0,1,2
157,0,0,0,2
158,0,0,0,2
159,0,1,2,1
160,0,1,0,2
161,0,1,1,2
162,0,2,0,0
163,0,0,0,2
164,0,1,0,2
165,0,1,1,2
166,0,0,0,2
167,0,1,1,2
168,0,2,2,2
169,0,1,1,2
170,0,2,0,0
171,0,1,0,1
172,0,0,0,2
173,0,2,1,0
174,0,1,0,0
175,0,1,0,2
176,0,0,0,2
177,0,0,0,2
178,0,1,3,2
179,0,0,0,2
180,0,1,0,2
181,0,2,0,0
182,0,1,0,2
183,0,0,1,2
184,0,1,0,0
185,0,0,0,2
186,0,1,3,2
187,0,0,0,1
188,0,2,2,1
189,0,1,0,2
190,1,0,0,0
191,1,1,0,0
192,1,0,0,0
193,1,1,0,0
194,1,0,0,0
195,1,0,0,0
196,1,0,0,0
197,1,2,0,0
198,1,1,0,0
199,1,1,2,2
(0,15),1,1
(0,34),1,1
(0,100),1,1
(0,134),1,1
(0,173),1,1
(1,4),1,1
(1,6),1,1
(1,13),1,1
(1,14),1,1
(1,15),1,1
(1,18),1,1
(1,20),1,1
(1,22),1,1
(1,24),1,1
(1,25),1,1
(1,30),1,1
(1,32),1,1
(1,34),1,1
(1,42),1,1
(1,46),1,1
(1,53),1,1
(1,54),1,1
(1,58),1,1
(1,66),1,1
(1,68),1,1
(1,71),1,1
(1,83),1,1
(1,85),1,1
(1,90),1,1
(1,93),1,1
(1,94),1,1
(1,95),1,1
(1,96),1,1
(1,100),1,1
(1,105),1,1
(1,106),1,1
(1,108),1,1
(1,112),1,1
(1,113),1,1
(1,118),1,1
(1,120),1,1
(1,123),1,1
(1,126),1,1
(1,128),1,1
(1,130),1,1
(1,132),1,1
(1,134),1,1
(1,142),1,1
(1,148),1,1
(1,151),1,1
(1,155),1,1
(1,162),1,1
(1,173),1,1
(1,174),1,1
(1,181),1,1
(1,184),1,1
(2,14),1,1
(2,46),1,1
(2,71),1,1
(2,90),1,1
(2,155),1,1
(3,4),1,1
(3,6),1,1
(3,13),1,1
(3,14),1,1
(3,15),1,1
(3,22),1,1
(3,25),1,1
(3,30),1,1
(3,32),1,1
(3,34),1,1
(3,35),1,1
(3,38),1,1
(3,46),1,1
(3,53),1,1
(3,54),1,1
(3,57),1,1
(3,66),1,1
(3,68),1,1
(3,71),1,1
(3,77),1,1
(3,79),1,1
(3,83),1,1
(3,85),1,1
(3,90),1,1
(3,93),1,1
(3,94),1,1
(3,95),1,1
(3,96),1,1
(3,100),1,1
(3,108),1,1
(3,112),1,1
(3,113),1,1
(3,120),1,1
(3,123),1,1
(3,126),1,1
(3,127),1,1
(3,128),1,1
(3,132),1,1
(3,134),1,1
(3,142),1,1
(3,148),1,1
(3,151),1,1
(3,155),1,1
(3,157),1,1
(3,162),1,1
(3,166),1,1
(3,170),1,1
(3,171),1,1
(3,173),1,1
(3,174),1,1
(3,181),1,1
(3,184),1,1
(4,8),1,1
(4,15),1,1
(4,34),1,1
(4,87),1,1
(4,93),1,1
(4,100),1,1
(4,134),1,1
(4,161),1,1
(4,173),1,1
(5,6),1,1
(5,13),1,1
(5,14),1,1
(5,15),1,1
(5,20),1,1
(5,25),1,1
(5,30),1,1
(5,31),1,1
(5,32),1,1
(5,34),1,1
(5,35),1,1
(5,39),1,1
(5,46),1,1
(5,52),1,1
(5,53),1,1
(5,54),1,1
(5,66),1,1
(5,68),1,1
(5,71),1,1
(5,77),1,1
(5,78),1,1
(5,83),1,1
(5,85),1,1
(5,88),1,1
(5,90),1,1
(5,94),1,1
(5,95),1,1
(5,96),1,1
(5,100),1,1
(5,101),1,1
(5,112),1,1
(5,113),1,1
(5,118),1,1
