Nr_Pairs = 50
Nr_NDD = 0
Nr_Arcs = 619
0,0,1,2,0
1,0,1,2,0
2,0,1,0,0
3,0,1,0,0
4,0,1,2,0
5,0,1,0,2
6,0,1,0,0
7,0,0,3,2
8,0,1,2,0
9,0,1,0,2
10,0,1,2,0
11,0,1,0,0
12,0,0,0,2
13,0,2,1,0
14,0,2,1,0
15,0,0,0,2
16,0,2,0,0
17,0,0,2,2
18,0,0,0,0
19,0,0,2,2
20,0,1,0,0
21,0,1,0,0
22,0,1,2,0
23,0,0,0,2
24,0,1,0,0
25,0,2,1,0
26,0,1,0,0
27,0,1,2,0
28,0,2,0,0
29,0,0,2,2
30,0,0,0,2
31,0,1,0,0
32,0,1,0,0
33,0,1,0,0
34,0,1,0,0
35,0,1,1,2
36,0,2,1,0
37,0,1,0,0
38,0,1,2,0
39,0,2,1,0
40,0,0,0,2
41,0,2,1,0
42,0,0,0,0
43,0,1,1,0
44,0,1,0,0
45,0,1,1,2
46,0,1,0,2
47,0,2,0,0
48,0,1,0,0
49,0,1,0,0
(0,14),1,1
(0,36),1,1
(0,41),1,1
(0,43),1,1
(1,13),1,1
(1,14),1,1
(1,25),1,1
(1,36),1,1
(1,41),1,1
(1,43),1,1
(2,13),1,1
(2,14),1,1
(2,25),1,1
(2,36),1,1
(2,39),1,1
(2,43),1,1
(3,13),1,1
(3,14),1,1
(3,25),1,1
(3,35),1,1
(3,36),1,1
(3,41),1,1
(4,13),1,1
(4,14),1,1
(4,25),1,1
(4,36),1,1
(4,39),1,1
(4,41),1,1
(4,43),1,1
(5,13),1,1
(5,14),1,1
(5,25),1,1
(5,36),1,1
(5,41),1,1
(5,43),1,1
(6,13),1,1
(6,14),1,1
(6,25),1,1
(6,36),1,1
(6,41),1,1
(6,43),1,1
(7,1),1,1
(7,2),1,1
(7,3),1,1
(7,5),1,1
(7,8),1,1
(7,10),1,1
(7,11),1,1
(7,12),1,1
(7,13),1,1
(7,14),1,1
(7,16),1,1
(7,18),1,1
(7,20),1,1
(7,21),1,1
(7,22),1,1
(7,24),1,1
(7,25),1,1
(7,26),1,1
(7,27),1,1
(7,28),1,1
(7,29),1,1
(7,31),1,1
(7,32),1,1
(7,33),1,1
(7,34),1,1
(7,36),1,1
(7,37),1,1
(7,38),1,1
(7,39),1,1
(7,41),1,1
(7,42),1,1
(7,43),1,1
(7,44),1,1
(7,47),1,1
(7,48),1,1
(7,49),1,1
