Nr_Pairs = 48
Nr_NDD = 2
Nr_Arcs = 255
0,0,2,0,2
1,0,1,0,0
2,0,1,0,1
3,0,2,2,2
4,0,1,0,1
5,0,1,0,0
6,0,2,2,2
7,0,1,0,0
8,0,1,0,2
9,0,0,0,0
10,0,0,0,2
11,0,0,0,2
12,0,0,0,2
13,0,0,1,2
14,0,0,0,2
15,0,1,1,2
16,0,1,0,0
17,0,1,2,2
18,0,2,0,0
19,0,1,1,2
20,0,2,0,1
21,0,1,0,0
22,0,1,0,2
23,0,1,0,2
24,0,0,0,1
25,0,1,0,0
26,0,2,0,2
27,0,1,0,0
28,0,0,0,2
29,0,1,0,2
30,0,2,2,2
31,0,0,3,2
32,0,1,1,2
33,0,1,0,0
34,0,0,1,2
35,0,2,1,2
36,0,0,0,2
37,0,3,1,1
38,0,3,2,0
39,0,0,0,2
40,0,1,0,0
41,0,1,1,2
42,0,0,0,2
43,0,1,0,2
44,0,1,2,2
45,0,1,3,2
46,0,2,0,0
47,0,1,0,1
48,1,0,0,0
49,1,0,0,2
(0,38),1,47
(2,34),1,78
(3,38),1,10
(4,15),1,30
(4,34),1,62
(4,37),1,25
(5,37),1,65
(6,38),1,89
(6,44),1,54
(8,37),1,12
(9,1),1,57
(9,2),1,42
(9,5),1,41
(9,16),1,28
(9,18),1,62
(9,20),1,1
(9,21),1,81
(9,25),1,85
(9,27),1,69
(9,28),1,41
(9,33),1,70
(9,34),1,16
(9,38),1,56
(9,40),1,76
(9,46),1,36
(9,47),1,78
(10,1),1,60
(10,5),1,82
(10,7),1,7
(10,16),1,30
(10,18),1,50
(10,21),1,18
(10,24),1,84
(10,25),1,62
(10,33),1,49
(10,37),1,78
(10,38),1,85
(10,40),1,68
(10,46),1,12
(10,47),1,29
(11,1),1,85
(11,5),1,70
(11,7),1,59
(11,9),1,10
(11,16),1,64
(11,18),1,12
(11,24),1,59
(11,25),1,68
(11,27),1,67
(11,33),1,41
(11,34),1,15
(11,37),1,30
(11,38),1,25
(11,46),1,85
(12,1),1,4
(12,4),1,48
(12,5),1,15
(12,7),1,5
(12,16),1,21
(12,18),1,23
(12,20),1,78
(12,21),1,52
(12,24),1,23
(12,25),1,33
(12,27),1,62
(12,29),1,59
(12,33),1,71
(12,38),1,17
(12,40),1,66
(12,46),1,62
(12,47),1,76
(13,1),1,46
(13,4),1,70
(13,5),1,20
(13,16),1,65
(13,18),1,75
(13,20),1,9
(13,21),1,11
(13,25),1,23
(13,27),1,64
(13,31),1,80
(13,33),1,8
(13,37),1,70
(13,38),1,69
(13,40),1,41
(13,46),1,73
(13,47),1,66
(14,1),1,27
(14,4),1,12
(14,5),1,5
(14,7),1,54
(14,9),1,5
(14,16),1,34
(14,18),1,69
(14,20),1,75
(14,21),1,39
(14,24),1,67
(14,25),1,25
(14,27),1,29
(14,33),1,28
(14,38),1,2
(14,40),1,88
(14,44),1,0
(14,46),1,13
(15,37),1,22
(17,37),1,89
(18,38),1,86
(21,15),1,43
(24,1),1,83
(24,5),1,46
(24,9),1,83
(24,16),1,12
(24,18),1,79
(24,20),1,61
(24,21),1,56
(24,25),1,28
(24,27),1,9
(24,31),1,86
(24,33),1,68
(24,38),1,69
(24,40),1,1
(24,46),1,16
(24,47),1,79
(25,37),1,50
(26,38),1,63
(28,1),1,49
(28,5),1,16
(28,7),1,81
(28,16),1,82
(28,18),1,84
(28,21),1,25
(28,25),1,69
(28,33),1,89
(28,38),1,76
(28,40),1,60
(28,46),1,29
(29,34),1,68
(29,37),1,49
(30,38),1,57
(31,1),1,20
(31,4),1,43
(31,5),1,26
(31,7),1,29
(31,9),1,20
(31,16),1,14
(31,18),1,7
(31,20),1,68
(31,25),1,70
(31,27),1,71
(31,33),1,18
(31,38),1,39
(31,40),1,12
(31,41),1,52
(31,46),1,82
(33,37),1,28
(34,1),1,54
(34,2),1,8
(34,5),1,55
(34,7),1,38
(34,16),1,76
(34,18),1,24
(34,24),1,29
(34,25),1,1
(34,27),1,2
(34,28),1,80
(34,33),1,80
(34,40),1,12
(34,46),1,36
(34,47),1,22
(36,0),1,44
(36,1),1,16
(36,5),1,85
(36,7),1,72
(36,16),1,53
(36,18),1,8
(36,20),1,75
(36,21),1,44
(36,25),1,64
(36,27),1,60
(36,33),1,30
(36,38),1,2
(36,40),1,73
(36,46),1,4
(36,47),1,62
(37,31),1,51
(39,1),1,4
(39,5),1,38
(39,9),1,57
(39,12),1,27
(39,16),1,12
(39,18),1,40
(39,20),1,89
(39,21),1,20
(39,25),1,49
(39,27),1,75
(39,33),1,42
(39,37),1,8
(39,38),1,59
(39,40),1,46
(39,44),1,32
(39,46),1,56
(39,47),1,58
(40,37),1,48
(41,19),1,80
(41,31),1,46
(41,37),1,68
(42,1),1,59
(42,5),1,76
(42,7),1,59
(42,9),1,80
(42,16),1,79
(42,18),1,75
(42,20),1,68
(42,21),1,69
(42,25),1,52
(42,27),1,47
(42,28),1,21
(42,33),1,33
(42,38),1,56
(42,40),1,88
(42,46),1,29
(43,31),1,28
(43,37),1,47
(44,15),1,89
(44,37),1,15
(45,34),1,24
(46,44),1,77
(47,31),1,15
(47,37),1,21
(48,1),1,10
(48,5),1,18
(48,7),1,87
(48,16),1,87
(48,18),1,3
(48,20),1,28
(48,21),1,39
(48,25),1,14
(48,27),1,9
(48,33),1,9
(48,40),1,62
(48,46),1,55
(48,47),1,26
(49,1),1,71
(49,5),1,13
(49,9),1,19
(49,16),1,80
(49,18),1,0
(49,24),1,35
(49,25),1,76
(49,27),1,82
(49,33),1,41
(49,38),1,67
(49,40),1,13
(49,46),1,36
(49,47),1,62
